gene	gene_gencodeV33	gene_id	chromosome	pLI	LOEUF	case.ptv	control.ptv	case.misb	control.misb	case.misa	control.misa	case.mis	control.mis	case.syn	control.syn
RP11-536G4.1	LINC02410	ENSG00000258292	12	0.084786	1.905	0	0	0	0	0	0	0	0	0	0
RP11-6L6.2	REELD1	ENSG00000250673	4	0.00017559	1.905	0	0	0	0	0	0	0	0	0	0
OR11H4	OR11H4	ENSG00000176198	14	4.72E-09	1.905	0	0	0	0	0	0	9	20	3	1
OR1L3	OR1L3	ENSG00000171481	9	0.00017569	1.905	2	3	0	0	0	0	5	12	3	2
MT1A	MT1A	ENSG00000205362	16	0.0044674	1.905	0	0	0	0	0	0	0	2	1	0
SCGB2A2	SCGB2A2	ENSG00000110484	11	0.00017485	1.905	0	0	0	0	0	0	2	5	1	1
ZNF493	ZNF493	ENSG00000196268	19	5.83E-06	1.905	2	7	0	0	0	0	16	33	10	9
PRDX1	PRDX1	ENSG00000117450	1	7.70E-10	1.905	0	2	0	0	0	0	3	8	2	4
GSC2	GSC2	ENSG00000063515	22	0.0044347	1.905	0	0	0	0	0	0	0	0	0	0
CLEC3A	CLEC3A	ENSG00000166509	16	2.00E-11	1.905	0	0	0	0	0	0	10	17	5	8
HBZ	HBZ	ENSG00000130656	16	0.020559	1.905	0	0	0	0	0	0	0	1	0	2
AL391421.1	AL391421.1	ENSG00000204049	10	0.0044636	1.905	0	0	0	0	0	0	0	0	0	0
GPR31	GPR31	ENSG00000120436	6	0.020514	1.905	0	0	0	0	0	0	6	17	0	6
LINC01119	LINC01119	ENSG00000239332	2	0.0043811	1.906	0	0	0	0	0	0	0	0	0	0
KRT81	KRT81	ENSG00000205426	12	1.21E-18	1.906	0	0	0	0	2	5	3	3	3	2
ADIPOQ	ADIPOQ	ENSG00000181092	3	4.64E-09	1.906	0	2	0	0	0	0	5	9	0	9
C10orf105	C10orf105	ENSG00000214688	10	0.084246	1.906	0	0	0	0	0	0	0	0	0	0
CCL7	CCL7	ENSG00000108688	17	0.00089294	1.906	0	0	0	0	0	0	3	4	0	4
OR1I1	OR1I1	ENSG00000094661	19	5.75E-06	1.906	0	0	0	0	0	0	10	22	6	4
OR2V1	OR2V1	ENSG00000185372	5	1.70E-07	1.906	0	1	0	0	0	0	4	6	2	3
TFF1	TFF1	ENSG00000160182	21	0.00088929	1.906	0	0	0	0	0	0	1	1	1	3
C12orf76	C12orf76	ENSG00000174456	12	9.87E-07	1.906	0	0	0	0	0	0	2	10	0	1
GJB7	GJB7	ENSG00000164411	6	9.86E-07	1.906	2	4	0	0	0	0	3	15	2	3
LY6G6E	LY6G6E	ENSG00000255552	6	0.004387	1.906	0	0	0	0	0	0	0	0	0	0
RIIAD1	RIIAD1	ENSG00000178796	1	3.19E-05	1.906	0	0	0	0	0	0	0	0	0	0
OR3A3	OR3A3	ENSG00000159961	17	0.00017143	1.907	0	0	2	3	1	1	0	0	2	1
OR4C11	OR4C11	ENSG00000172188	11	5.60E-06	1.907	0	0	0	0	0	0	0	2	1	1
C19orf73	C19orf73	ENSG00000221916	19	0.083294	1.907	0	0	0	0	0	0	5	8	0	5
C1QL1	C1QL1	ENSG00000131094	17	5.62E-06	1.907	0	0	0	0	0	0	0	3	1	2
OR10AG1	OR10AG1	ENSG00000174970	11	3.17E-05	1.907	0	0	0	0	0	0	7	8	5	5
RP11-552I14.1	AC068643.2	ENSG00000257860	12	0.0043619	1.907	0	0	0	0	0	0	0	0	0	0
SLIRP	SLIRP	ENSG00000119705	14	9.73E-07	1.907	0	2	0	0	0	0	3	2	3	5
OR1L4	OR1L4	ENSG00000136939	9	3.16E-05	1.907	0	0	0	0	0	0	4	10	1	3
CSHL1	CSHL1	ENSG00000204414	17	3.08E-12	1.907	0	0	0	0	0	0	12	14	6	7
LSMD1	NAA38	ENSG00000183011	17	9.71E-07	1.907	0	1	0	0	2	3	3	1	3	3
NPW	NPW	ENSG00000183971	16	0.00088233	1.907	0	0	0	0	0	0	0	0	0	0
FABP1	FABP1	ENSG00000163586	2	9.80E-07	1.907	0	0	0	0	0	0	5	11	0	1
C1orf210	C1orf210	ENSG00000253313	1	0.00017017	1.907	0	1	0	0	0	0	4	8	2	3
LCE1A	LCE1A	ENSG00000186844	1	0.0043743	1.907	2	1	0	0	0	0	4	4	3	2
MT1M	MT1M	ENSG00000205364	16	0.0043473	1.907	0	0	0	0	0	0	5	2	0	3
HMGB4	HMGB4	ENSG00000176256	1	0.004348	1.907	0	0	0	0	0	0	2	15	0	3
COX19	COX19	ENSG00000240230	7	0.0043158	1.908	0	0	0	0	0	0	0	3	0	1
MUCL1	MUCL1	ENSG00000172551	12	3.09E-05	1.908	0	0	0	0	0	0	2	7	0	1
AC008394.1	LINC01949	ENSG00000233828	5	0.083114	1.908	0	0	0	0	0	0	0	0	0	0
ZNF552	ZNF552	ENSG00000178935	19	0.00086839	1.908	1	3	0	0	8	2	3	2	5	4
TEX37	TEX37	ENSG00000172073	2	3.12E-05	1.908	1	0	0	0	0	0	6	9	4	6
